Number,Area,Genus,species,Genus_species,AT,BT,Time,Day,Month,Year,Date,Pit,SVL,Tail,TailBT,TailCond,Wt,Sex,Age_est,RTW,RTL,RTVol,LTW,LTL,LTVol,TotTVol,Ovid_RNo,Ovid_RVol,Ovid_LNo,Ovid_LVol,CS,OvidTotVol,RCM,FB_R,FB_L,FBTotal,ParasitesP.N,CentipedesN,CentipedesV,AranaeN,AranaeV,ScorpionN,ScorpionV,AntsN,AntsV,WaspN,WaspV,OrthoptN,OrthoptV,ThysanuraN,ThysanuraV,BlattariaN,BlattariaV,PhasmidN,PhasmidV,ColeopteraN,ColeopteraV,IsopteraWN,IsopteraSN,IsopteraRN,IsopteraN,IsopteraV,HomopteraN,HomopteraV,HemipteraN,HemipteraV,DermapteraN,DermapteraV,DipteraN,DipteraV,LepidoptN,LepidoptV,EggsN,EggsV,LarvaeN,LarvaeV,OtherInsN,OtherInsV,NematodesN,NematodesV,VertebratesN,VertebratesV,VegN,VegV,UnIDN,UnIDV,Wood.Rocks,OtherN,OtherV,TOTVOL,Notes
23209,R,Lerista,bipes,Lerista_bipes,,,,12,11,1989,12/11/1989,,46,38,,,0.5,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23219,L,Lerista,bipes,Lerista_bipes,,,,12,11,1989,12/11/1989,,57,55,,,1.1,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23256,L,Lerista,bipes,Lerista_bipes,,,,14,11,1989,14/11/1989,,56,,,,0.9,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23257,L,Lerista,bipes,Lerista_bipes,,,,14,11,1989,14/11/1989,,46,40,,,0.6,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23260,L,Lerista,bipes,Lerista_bipes,,,,17,11,1989,17/11/1989,,50,41,,,0.5,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23297,L,Lerista,bipes,Lerista_bipes,,,,20,11,1989,20/11/1989,,46,,,,0.4,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23298,L,Lerista,bipes,Lerista_bipes,,,,20,11,1989,20/11/1989,,53,46,,,0.6,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23301,R,Lerista,bipes,Lerista_bipes,,,,21,11,1989,21/11/1989,,50,43,,,0.8,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23307,R,Lerista,bipes,Lerista_bipes,,,,21,11,1989,21/11/1989,,56,,,,0.7,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23308,R,Lerista,bipes,Lerista_bipes,,,,21,11,1989,21/11/1989,,52,,,,0.5,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23309,R,Lerista,bipes,Lerista_bipes,,,,21,11,1989,21/11/1989,,45,,,,0.4,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23337,R,Lerista,bipes,Lerista_bipes,,,,22,11,1989,22/11/1989,,52,45,,,0.7,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23338,R,Lerista,bipes,Lerista_bipes,,,,22,11,1989,22/11/1989,,58,,,,1,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23339,R,Lerista,bipes,Lerista_bipes,,,,22,11,1989,22/11/1989,,54,,,,0.7,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23340,R,Lerista,bipes,Lerista_bipes,,,,22,11,1989,22/11/1989,,50,,,,0.5,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23341,R,Lerista,bipes,Lerista_bipes,,,,22,11,1989,22/11/1989,,51,,,,0.5,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23342,R,Lerista,bipes,Lerista_bipes,,,,22,11,1989,22/11/1989,,50,,,,0.4,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23343,R,Lerista,bipes,Lerista_bipes,,,,22,11,1989,22/11/1989,,55,48,,,0.8,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23344,R,Lerista,bipes,Lerista_bipes,,,,22,11,1989,22/11/1989,,54,44,,,0.8,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23345,R,Lerista,bipes,Lerista_bipes,,,,22,11,1989,22/11/1989,,53,,,,0.8,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23346,R,Lerista,bipes,Lerista_bipes,,,,22,11,1989,22/11/1989,,55,,,,0.6,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23347,R,Lerista,bipes,Lerista_bipes,,,,22,11,1989,22/11/1989,,50,,,,0.5,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23348,R,Lerista,bipes,Lerista_bipes,,,,22,11,1989,22/11/1989,,50,,,,0.4,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23349,R,Lerista,bipes,Lerista_bipes,,,,22,11,1989,22/11/1989,,42,37,,,0.3,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23350,R,Lerista,bipes,Lerista_bipes,,,,22,11,1989,22/11/1989,,35,26,,,0.1,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23359,R,Lerista,bipes,Lerista_bipes,,,,23,11,1989,23/11/1989,,58,41,,,0.6,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23360,R,Lerista,bipes,Lerista_bipes,,,,23,11,1989,23/11/1989,,52,,,,0.6,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23361,R,Lerista,bipes,Lerista_bipes,,,,23,11,1989,23/11/1989,,46,38,,,0.4,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23362,R,Lerista,bipes,Lerista_bipes,,,,23,11,1989,23/11/1989,,37,30,,,0.2,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23363,R,Lerista,bipes,Lerista_bipes,,,,23,11,1989,23/11/1989,,45,37,,,0.4,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23364,R,Lerista,bipes,Lerista_bipes,,,,23,11,1989,23/11/1989,,48,36,,,0.5,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23365,R,Lerista,bipes,Lerista_bipes,,,,23,11,1989,23/11/1989,,46,35,,,0.5,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23366,R,Lerista,bipes,Lerista_bipes,,,,23,11,1989,23/11/1989,,46,,,,0.4,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23384,R,Lerista,bipes,Lerista_bipes,,,,25,11,1989,25/11/1989,,47,,,,0.3,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23392,R,Lerista,bipes,Lerista_bipes,,,,25,11,1989,25/11/1989,,49,,,,0.4,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23393,R,Lerista,bipes,Lerista_bipes,,,,25,11,1989,25/11/1989,,56,48,,,0.9,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23396,R,Lerista,bipes,Lerista_bipes,,,,25,11,1989,25/11/1989,,54,,,,0.8,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23404,R,Lerista,bipes,Lerista_bipes,,,,26,11,1989,26/11/1989,,44,,,,0.3,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23419,R,Lerista,bipes,Lerista_bipes,,,,26,11,1989,26/11/1989,,30,21,,,0.1,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23420,R,Lerista,bipes,Lerista_bipes,,,,26,11,1989,26/11/1989,,57,52,,,1,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23421,R,Lerista,bipes,Lerista_bipes,,,,26,11,1989,26/11/1989,,54,51,,,0.8,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23422,R,Lerista,bipes,Lerista_bipes,,,,26,11,1989,26/11/1989,,49,41,,,0.6,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23423,R,Lerista,bipes,Lerista_bipes,,,,26,11,1989,26/11/1989,,52,,,,0.8,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23432,R,Lerista,bipes,Lerista_bipes,,,,27,11,1989,27/11/1989,,53,,,,0.5,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23442.1,R,Lerista,bipes,Lerista_bipes,,,,27,11,1989,27/11/1989,,53,,,,0.7,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23442.11,R,Lerista,bipes,Lerista_bipes,,,,27,11,1989,27/11/1989,,34,28,,,0.1,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23442.12,R,Lerista,bipes,Lerista_bipes,,,,27,11,1989,27/11/1989,,52,,,,0.4,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23442.2,R,Lerista,bipes,Lerista_bipes,,,,27,11,1989,27/11/1989,,53,,,,0.7,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23442.3,R,Lerista,bipes,Lerista_bipes,,,,27,11,1989,27/11/1989,,50,42,,,0.6,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23442.4,R,Lerista,bipes,Lerista_bipes,,,,27,11,1989,27/11/1989,,51,43,,,0.6,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23442.5,R,Lerista,bipes,Lerista_bipes,,,,27,11,1989,27/11/1989,,54,,,,0.6,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23442.6,R,Lerista,bipes,Lerista_bipes,,,,27,11,1989,27/11/1989,,51,,,,0.6,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23442.7,R,Lerista,bipes,Lerista_bipes,,,,27,11,1989,27/11/1989,,54,,,,0.5,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23442.8,R,Lerista,bipes,Lerista_bipes,,,,27,11,1989,27/11/1989,,50,42,,,0.4,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23442.9,R,Lerista,bipes,Lerista_bipes,,,,27,11,1989,27/11/1989,,49,39,,,0.5,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23452.1,R,Lerista,bipes,Lerista_bipes,,,,28,11,1989,28/11/1989,,57,,,,0.7,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23452.2,R,Lerista,bipes,Lerista_bipes,,,,28,11,1989,28/11/1989,,54,,,,0.8,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23452.3,R,Lerista,bipes,Lerista_bipes,,,,28,11,1989,28/11/1989,,58,52,,,0.9,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23452.4,R,Lerista,bipes,Lerista_bipes,,,,28,11,1989,28/11/1989,,54,42,,,0.7,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23452.5,R,Lerista,bipes,Lerista_bipes,,,,28,11,1989,28/11/1989,,49,44,,,0.6,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23495,R,Lerista,bipes,Lerista_bipes,,,,30,11,1989,30/11/1989,,48,,,,0.5,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23511,R,Lerista,bipes,Lerista_bipes,,,1815,1,12,1989,1/12/1989,,58,,,,0.9,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23521.1,R,Lerista,bipes,Lerista_bipes,,,,1,12,1989,1/12/1989,,53,49,,,0.8,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23521.2,R,Lerista,bipes,Lerista_bipes,,,,1,12,1989,1/12/1989,,53,44,,,0.7,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23521.3,R,Lerista,bipes,Lerista_bipes,,,,1,12,1989,1/12/1989,,51,44,,,0.6,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23521.4,R,Lerista,bipes,Lerista_bipes,,,,1,12,1989,1/12/1989,,49,45,,,0.6,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23521.5,R,Lerista,bipes,Lerista_bipes,,,,2,12,1989,2/12/1989,,41,34,,,0.4,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23567,L,Lerista,bipes,Lerista_bipes,,,,4,12,1989,4/12/1989,,54,45,,,0.7,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23589,L,Lerista,bipes,Lerista_bipes,,,,5,12,1989,5/12/1989,,50,,,,0.6,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23605,L,Lerista,bipes,Lerista_bipes,,,,6,12,1989,6/12/1989,,50,,,,0.3,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23606,L,Lerista,bipes,Lerista_bipes,,,,6,12,1989,6/12/1989,,51,,,,0.6,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23607,L,Lerista,bipes,Lerista_bipes,,,,6,12,1989,6/12/1989,,50,,,,0.7,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23609,L,Lerista,bipes,Lerista_bipes,,,,6,12,1989,6/12/1989,,54,45,,,0.7,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
23633,L,Lerista,bipes,Lerista_bipes,,,,15,12,1989,15/12/1989,,57,,,,0.8,UNK,UNK,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,0,0,
